taxon_id,sci,en_inat,en_birdnet,ja,family,order,obs_count,last_observed,status,group,birdproject,data_source,notes,xc_sci,model_label
10534.0,Eophona migratoria,Yellow-billed Grosbeak,Yellow-billed Grosbeak,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,
13128.0,Ficedula narcissina,Narcissus Flycatcher,Narcissus Flycatcher,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Ficedula narcissina_Narcissus Flycatcher
13258.0,Cyanoptila cyanomelana,Blue-and-white Flycatcher,Blue-and-white Flycatcher,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Cyanoptila cyanomelana_Blue-and-white Flycatcher
979659.0,Circus spilonotus,Eastern Marsh Harrier,Eastern Marsh Harrier,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,
1286913.0,Saxicola stejnegeri,Amur Stonechat,Amur Stonechat,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Saxicola stejnegeri_Amur Stonechat
1289605.0,Urile pelagicus,Pelagic Cormorant,Pelagic Cormorant,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,
1505781.0,Anarhynchus mongolus,Siberian Sand-Plover,Siberian Sand-Plover,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,
1902.0,Cuculus poliocephalus,Lesser Cuckoo,Lesser Cuckoo,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Cuculus poliocephalus_Lesser Cuckoo
3844.0,Calidris acuminata,Sharp-tailed Sandpiper,Sharp-tailed Sandpiper,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,
3849.0,Calidris alba,Sanderling,Sanderling,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Calidris alba_Sanderling
3891.0,Tringa guttifer,Nordmann's Greenshank,Nordmann's Greenshank,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,
3931.0,Scolopax rusticola,Eurasian Woodcock,Eurasian Woodcock,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Scolopax rusticola_Eurasian Woodcock
6916.0,Cygnus cygnus,Whooper Swan,Whooper Swan,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Cygnus cygnus_Whooper Swan
9199.0,Emberiza variabilis,Grey Bunting,Grey Bunting,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,
12741.0,Turdus chrysolaus,Brown-headed Thrush,Brown-headed Thrush,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Turdus chrysolaus_Brown-headed Thrush
12776.0,Turdus obscurus,Eyebrowed Thrush,Eyebrowed Thrush,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Turdus obscurus_Eyebrowed Thrush
12988.0,Muscicapa griseisticta,Gray-streaked Flycatcher,Gray-streaked Flycatcher,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,
20315.0,Asio flammeus,Short-eared Owl,Short-eared Owl,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Asio flammeus_Short-eared Owl
144603.0,Ninox japonica,Northern Boobook,Northern Boobook,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Ninox japonica_Northern Boobook
144823.0,Periparus ater,Coal Tit,Coal Tit,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Periparus ater_Coal Tit
144928.0,Acrocephalus orientalis,Oriental Reed Warbler,Oriental Reed Warbler,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Acrocephalus orientalis_Oriental Reed Warbler
145363.0,Troglodytes troglodytes,Eurasian Wren,Eurasian Wren,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Troglodytes troglodytes_Eurasian Wren
512431.0,Muscicapa dauurica,Asian Brown Flycatcher,Asian Brown Flycatcher,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Muscicapa dauurica_Asian Brown Flycatcher
533231.0,Anas platyrhynchos × zonorhyncha,Mallard × Eastern Spot-billed Duck,Mallard × Eastern Spot-billed Duck,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,
547178.0,Spodiopsar sericeus,Red-billed Starling,Red-billed Starling,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,Spodiopsar sericeus_Red-billed Starling
1505629.0,Anarhynchus leschenaultii,Greater Sand-Plover,Greater Sand-Plover,,,,3.0,2026-06-05,candidate,,,xeno-canto,,,
882.0,Gallus gallus,Red Junglefowl,Red Junglefowl,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Gallus gallus_Red Junglefowl
3881.0,Tringa stagnatilis,Marsh Sandpiper,Marsh Sandpiper,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Tringa stagnatilis_Marsh Sandpiper
3920.0,Gallinago megala,Swinhoe's Snipe,Swinhoe's Snipe,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,
4381.0,Larus fuscus,Lesser Black-backed Gull,Lesser Black-backed Gull,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Larus fuscus_Lesser Black-backed Gull
4489.0,Stercorarius parasiticus,Parasitic Jaeger,Parasitic Jaeger,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Stercorarius parasiticus_Parasitic Jaeger
6917.0,Cygnus columbianus,Tundra Swan,Tundra Swan,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Cygnus columbianus_Tundra Swan
9197.0,Emberiza pusilla,Little Bunting,Little Bunting,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Emberiza pusilla_Little Bunting
9212.0,Emberiza aureola,Yellow-breasted Bunting,Yellow-breasted Bunting,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,
13113.0,Ficedula parva,Red-breasted Flycatcher,Red-breasted Flycatcher,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Ficedula parva_Red-breasted Flycatcher
73104.0,Nisaetus nipalensis,Mountain Hawk-Eagle,Mountain Hawk-Eagle,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,
144477.0,Rallus indicus,Brown-cheeked Rail,Brown-cheeked Rail,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Rallus indicus_Brown-cheeked Rail
339593.0,Calidris pugnax,Ruff,Ruff,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Calidris pugnax_Ruff
339689.0,Periparus venustulus,Yellow-bellied Tit,Yellow-bellied Tit,,,,2.0,2026-06-05,candidate,,,xeno-canto,,,Periparus venustulus_Yellow-bellied Tit
8010,Corvus corax,Northern Raven,Northern Raven,ワタリガラス,Corvidae,Passeriformes,,,ood_tier1,crow,,ood_phase4_crow,crow OOD calibration set (Phase4),,Corvus corax_Northern Raven
336399,Coloeus monedula,Western Jackdaw,Western Jackdaw,ニシコクマルガラス,Corvidae,Passeriformes,,,ood_tier1,crow,,ood_phase4_crow,crow OOD calibration set (Phase4),,Coloeus monedula_Western Jackdaw
204552,Nucifraga caryocatactes,Spotted Nutcracker,Spotted Nutcracker,ホシガラス,Corvidae,Passeriformes,,,ood_tier2,crow,,ood_phase4_crow,crow OOD calibration set (Phase4),,Nucifraga caryocatactes_Spotted Nutcracker
144910,Hypsipetes amaurotis,Brown-eared Bulbul,Brown-eared Bulbul,ヒヨドリ,Pycnonotidae,Passeriformes,,,ood_tier3,crow,,ood_phase4_crow,crow OOD calibration set (Phase4),,
547179,Spodiopsar cineraceus,White-cheeked Starling,White-cheeked Starling,ムクドリ,Sturnidae,Passeriformes,,,ood_tier3,crow,,ood_phase4_crow,crow OOD calibration set (Phase4),,
12051,Lanius bucephalus,Bull-headed Shrike,Bull-headed Shrike,モズ,Laniidae,Passeriformes,,,ood_tier3,crow,,ood_phase4_crow,crow OOD calibration set (Phase4),,
339691,Parus minor,Japanese Tit,Japanese Tit,シジュウカラ,Paridae,Passeriformes,,,ood_tier3,crow,,ood_phase4_crow,crow OOD calibration set (Phase4),,Parus minor_Japanese Tit
13851,Passer montanus,Eurasian Tree Sparrow,Eurasian Tree Sparrow,スズメ,Passeridae,Passeriformes,,,ood_tier3,crow,,ood_phase4_crow,crow OOD calibration set (Phase4),,
5268,Milvus migrans,Black Kite,Black Kite,トビ,Accipitridae,Accipitriformes,,,ood_tier3,crow,,ood_phase4_crow,crow OOD calibration set (Phase4),,
4370,Larus crassirostris,Black-tailed Gull,Black-tailed Gull,ウミネコ,Laridae,Charadriiformes,,,target,gull,,gull_phase1,gull target (XC名実測確定 2026-06-14),,
144510,Chroicocephalus ridibundus,Black-headed Gull,Black-headed Gull,ユリカモメ,Laridae,Charadriiformes,,,target,gull,,gull_phase1,gull target (XC名実測確定 2026-06-14),,
324718,Larus vegae,Vega Gull,Vega Gull,セグロカモメ,Laridae,Charadriiformes,,,target,gull,,gull_phase1,gull target (XC名実測確定 2026-06-14),,
4366,Larus schistisagus,Slaty-backed Gull,Slaty-backed Gull,オオセグロカモメ,Laridae,Charadriiformes,,,target,gull,,gull_phase1,gull target (XC名実測確定 2026-06-14),,
4356,Larus canus,Common Gull,Common Gull,カモメ,Laridae,Charadriiformes,,,target,gull,,gull_phase1,gull target (XC名実測確定 2026-06-14),,
144500,Saundersilarus saundersi,Saunders's Gull,Saunders's Gull,ズグロカモメ,Laridae,Charadriiformes,,,target,gull,,gull_phase1,gull target (XC名実測確定 2026-06-14),Chroicocephalus saundersi,
4349,Larus hyperboreus,Glaucous Gull,Glaucous Gull,シロカモメ,Laridae,Charadriiformes,,,ood_tier1,gull,,ood_phase4_gull,gull OOD calibration (XC名実測 2026-06-14),,Larus hyperboreus_Glaucous Gull
4399,Larus glaucescens,Glaucous-winged Gull,Glaucous-winged Gull,ワシカモメ,Laridae,Charadriiformes,,,ood_tier1,gull,,ood_phase4_gull,gull OOD calibration (XC名実測 2026-06-14),,Larus glaucescens_Glaucous-winged Gull
4494,Rissa tridactyla,Black-legged Kittiwake,Black-legged Kittiwake,ミツユビカモメ,Laridae,Charadriiformes,,,ood_tier1,gull,,ood_phase4_gull,gull OOD calibration (XC名実測 2026-06-14),,Rissa tridactyla_Black-legged Kittiwake
4270,Phalacrocorax carbo,Great Cormorant,Great Cormorant,カワウ,Phalacrocoracidae,Suliformes,,,ood_tier2,gull,,ood_phase4_gull,gull OOD calibration (XC名実測 2026-06-14),,
4954,Ardea cinerea,Grey Heron,Grey Heron,アオサギ,Ardeidae,Pelecaniformes,,,ood_tier2,gull,,ood_phase4_gull,gull OOD calibration (XC名実測 2026-06-14),,
5268,Milvus migrans,Black Kite,Black Kite,トビ,Accipitridae,Accipitriformes,,,ood_tier3,gull,,ood_phase4_gull,gull OOD calibration (XC名実測 2026-06-14),,
3896,Numenius arquata,Eurasian Curlew,Eurasian Curlew,ダイシャクシギ,Scolopacidae,Charadriiformes,,,ood_tier3,gull,,ood_phase4_gull,gull OOD calibration (XC名実測 2026-06-14),,
7111,Histrionicus histrionicus,Harlequin Duck,Harlequin Duck,シノリガモ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Histrionicus histrionicus_Harlequin Duck
508914,Zapornia fusca,Ruddy-breasted Crake,Ruddy-breasted Crake,ヒクイナ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Zapornia fusca_Ruddy-breasted Crake
144529,Sternula albifrons,Little Tern,Little Tern,コアジサシ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Sternula albifrons_Little Tern
4450,Sterna hirundo,Common Tern,Common Tern,アジサシ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Sterna hirundo_Common Tern
8359,Terpsiphone atrocaudata,Black Paradise-Flycatcher,Japanese Paradise-Flycatcher,サンコウチョウ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Terpsiphone atrocaudata_Japanese Paradise-Flycatcher
20234,Otus sunia,Oriental Scops-Owl,Oriental Scops Owl,コノハズク,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Otus sunia_Oriental Scops Owl
17871,Dendrocopos major,Great Spotted Woodpecker,Great Spotted Woodpecker,アカゲラ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Dendrocopos major_Great Spotted Woodpecker
558596,Carpodacus sibiricus,Long-tailed Rosefinch,Long-tailed Rosefinch,ベニマシコ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Carpodacus sibiricus_Long-tailed Rosefinch
117017,Phylloscopus coronatus,Eastern Crowned Warbler,Eastern Crowned Warbler,センダイムシクイ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Phylloscopus coronatus_Eastern Crowned Warbler
117009,Phylloscopus borealoides,Sakhalin Leaf Warbler,Sakhalin Leaf Warbler,エゾムシクイ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Phylloscopus borealoides_Sakhalin Leaf Warbler
12726,Turdus cardis,Japanese Thrush,Japanese Thrush,クロツグミ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Turdus cardis_Japanese Thrush
497042,Zoothera aurea,White's Thrush,White's Thrush,トラツグミ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Zoothera aurea_White's Thrush
145060,Larvivora cyane,Siberian Blue Robin,Siberian Blue Robin,コルリ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Larvivora cyane_Siberian Blue Robin
145057,Larvivora akahige,Japanese Robin,Japanese Robin,コマドリ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Larvivora akahige_Japanese Robin
9204,Emberiza spodocephala,Black-faced Bunting,Black-faced Bunting,アオジ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Emberiza spodocephala_Black-faced Bunting
1585373,Bubulcus coromandus,Eastern Cattle-Egret,Eastern Cattle Egret,アマサギ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Bubulcus coromandus_Eastern Cattle Egret
1209,Bambusicola thoracicus,Chinese Bamboo-Partridge,Chinese Bamboo-Partridge,コジュケイ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Bambusicola thoracicus_Chinese Bamboo-Partridge
1907,Cuculus canorus,Common Cuckoo,Common Cuckoo,カッコウ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Cuculus canorus_Common Cuckoo
1927,Cuculus optatus,Oriental Cuckoo,Oriental Cuckoo,ツツドリ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Cuculus optatus_Oriental Cuckoo
11941,Riparia riparia,Bank Swallow,Sand Martin,ショウドウツバメ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Riparia riparia_Sand Martin
367657,Phylloscopus xanthodryas,Japanese Leaf Warbler,Japanese Leaf Warbler,メボソムシクイ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Phylloscopus xanthodryas_Japanese Leaf Warbler
1289502,Helopsaltes pryeri,Marsh Grassbird,Marsh Grassbird,オオセッカ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Helopsaltes pryeri_Marsh Grassbird
3938,Arenaria interpres,Ruddy Turnstone,Ruddy Turnstone,キョウジョシギ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Arenaria interpres_Ruddy Turnstone
3914,Gallinago hardwickii,Latham's Snipe,Latham's Snipe,オオジシギ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Gallinago hardwickii_Latham's Snipe
12041,Lanius tigrinus,Tiger Shrike,Tiger Shrike,チゴモズ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Lanius tigrinus_Tiger Shrike
12021,Lanius cristatus,Brown Shrike,Brown Shrike,アカモズ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Lanius cristatus_Brown Shrike
9225,Emberiza tristrami,Tristram's Bunting,Tristram's Bunting,シロハラホオジロ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Emberiza tristrami_Tristram's Bunting
18448,Jynx torquilla,Eurasian Wryneck,Eurasian Wryneck,アリスイ,,,,,target,,,applicable_cnn_2026,v2 added 2026-06-21,,Jynx torquilla_Eurasian Wryneck
